<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20200106;145700;62597.0000000;62599.0000000;62587.0000000;62596.0000000;1586
20200106;145800;62596.0000000;62597.0000000;62575.0000000;62578.0000000;1988
20200106;145900;62576.0000000;62584.0000000;62572.0000000;62577.0000000;1755
20200106;150000;62575.0000000;62584.0000000;62558.0000000;62583.0000000;3757
20200106;150100;62580.0000000;62590.0000000;62579.0000000;62585.0000000;1588
20200106;150200;62586.0000000;62591.0000000;62581.0000000;62585.0000000;524
20200106;150300;62588.0000000;62598.0000000;62586.0000000;62590.0000000;801
20200106;150400;62590.0000000;62600.0000000;62587.0000000;62600.0000000;350
20200106;150500;62598.0000000;62602.0000000;62590.0000000;62594.0000000;589
20200106;150600;62591.0000000;62594.0000000;62581.0000000;62581.0000000;353
20200106;150700;62580.0000000;62598.0000000;62579.0000000;62598.0000000;831
20200106;150800;62598.0000000;62606.0000000;62596.0000000;62599.0000000;865
20200106;150900;62602.0000000;62604.0000000;62599.0000000;62600.0000000;99
20200106;151000;62601.0000000;62609.0000000;62599.0000000;62603.0000000;590
20200106;151100;62606.0000000;62612.0000000;62604.0000000;62608.0000000;482
20200106;151200;62606.0000000;62608.0000000;62591.0000000;62600.0000000;1047
20200106;151300;62598.0000000;62602.0000000;62594.0000000;62602.0000000;142
20200106;151400;62602.0000000;62605.0000000;62582.0000000;62599.0000000;644
20200106;151500;62599.0000000;62600.0000000;62582.0000000;62587.0000000;653
20200106;151600;62587.0000000;62594.0000000;62586.0000000;62591.0000000;631
20200106;151700;62593.0000000;62602.0000000;62591.0000000;62601.0000000;373
20200106;151800;62603.0000000;62610.0000000;62600.0000000;62605.0000000;533
20200106;151900;62607.0000000;62608.0000000;62593.0000000;62593.0000000;450
20200106;152000;62600.0000000;62607.0000000;62599.0000000;62602.0000000;262
20200106;152100;62602.0000000;62606.0000000;62593.0000000;62601.0000000;240
20200106;152200;62602.0000000;62602.0000000;62595.0000000;62600.0000000;231
20200106;152300;62602.0000000;62603.0000000;62593.0000000;62598.0000000;214
20200106;152400;62599.0000000;62602.0000000;62594.0000000;62600.0000000;270
20200106;152500;62600.0000000;62600.0000000;62587.0000000;62594.0000000;433
20200106;152600;62594.0000000;62602.0000000;62587.0000000;62593.0000000;279
